block,chemsys,ligand,source,delta_E,dip_x,dip_y,baseline_y,left_anchor,right_anchor,n_points,dip_method
s-block,Ba-O,O,BaO_1245311_POSCAR,-0.7225909634722566,21.6303142432,-0.91849227577425,-0.19590131230199337,18.1415538814,34.1898515458,35,local_max_drop
s-block,Ba-O,O,BaO_1245192_POSCAR,-0.713742264272903,20.4829142608,-0.91468667799083,-0.20094441371792707,17.1792184123,32.3762193155,35,local_max_drop
s-block,Ba-O,O,BaO_1244871_POSCAR,-0.7112515062333151,21.1194325484,-0.91413956286653,-0.2028880566332149,17.7130724599,33.3823288668,35,local_max_drop
s-block,Ba-O,O,BaO_1245298_POSCAR,-0.7108686082438302,22.2487828536,-0.91060995003442,-0.19974134179058975,18.6602694901,35.1674309622,35,local_max_drop
s-block,Ba-O,O,BaO_1245276_POSCAR,-0.6976933070077083,20.3620814425,-0.89888459261397,-0.2011912856062617,17.0778747582,32.1852255058,35,local_max_drop
s-block,Ba-O,O,BaO_1178531_POSCAR,-0.6282740279891615,6.08423825,-0.77514348042748,-0.14686945243831848,4.90664375,9.61702175,35,local_max_drop
s-block,Ba-O,O,BaO_776658_POSCAR,-0.31825197758562396,5.226319393,-0.39383364069546,-0.07558166310983606,4.3833646522,8.2609564599,35,local_max_drop
s-block,Ba-O,O,BaO2_726415_POSCAR,-0.13750833928609996,11.61822402,-0.18591434227322,-0.04840600298712004,10.069127484,18.976432566,35,local_max_drop
s-block,Ba-O,O,BaO2_1182238_POSCAR,-0.135008005564288,7.4764219532,-0.18932480280434,-0.054316797240052,6.4795656928,12.2114891903,35,local_max_drop
s-block,Ba-O,O,BaO2_1182141_POSCAR,-0.13499341062765763,11.447886,-0.18950094898588,-0.05450753835822235,9.9215012,18.6982138,35,local_max_drop
s-block,Ba-O,O,BaO2_1182259_POSCAR,-0.12873429545046935,11.9260696051,-0.17942971045681,-0.05069541500634064,10.6923382667,20.1509451949,35,local_max_drop
s-block,Ba-O,O,BaO6_1198787_POSCAR,-0.07221707474783759,8.93837025,-0.14972471016339,-0.07750763541555242,8.27626875,16.22148675,35,local_max_drop
s-block,Ba-S,S,Ba2S3_28978_POSCAR,-0.05849177904663343,8.3330830612,-0.089565271116548,-0.03107349206991457,7.1836922942,14.0800368965,35,local_max_drop
s-block,Be-O,O,BeO_1244907_POSCAR,-0.19898335179165874,13.3324351631,-0.42327186508624,-0.22428851329458124,11.1103626359,21.7763107665,35,local_max_drop
s-block,Be-O,O,BeO_1244919_POSCAR,-0.1917814003022848,14.5802524433,-0.40426790282107,-0.2124865025187852,12.2285988234,23.0462054749,35,local_max_drop
s-block,Be-O,O,BeO_1245079_POSCAR,-0.18670701063681383,14.6483109041,-0.38817352854347,-0.20146651790665615,12.2856801132,23.1537817517,35,local_max_drop
s-block,Be-O,O,BeO_1244963_POSCAR,-0.18600289292902547,15.530404169,-0.39318717210286,-0.20718427917383456,13.0255002708,24.5480582026,35,local_max_drop
s-block,Be-O,O,BeO_1245060_POSCAR,-0.1682507219686706,14.2334907824,-0.35205329849016,-0.18380257652148937,11.9377664627,22.4980983335,35,local_max_drop
s-block,Ca-O,O,CaO_1245305_POSCAR,-0.5807133744221771,18.7024090997,-0.82410303674277,-0.24338966232059292,16.2891950223,29.561872448,35,local_max_drop
s-block,Ca-O,O,CaO_1244902_POSCAR,-0.5773212139919615,17.6113245123,-0.8193076475388,-0.24198643354683852,15.338895543,27.8372548743,35,local_max_drop
s-block,Ca-O,O,CaO_1245200_POSCAR,-0.5674162536959577,17.4049519549,-0.81186024517331,-0.24444399147735235,15.1591517027,27.5110530901,35,local_max_drop
s-block,Ca-O,O,Ca2O3_1120811_POSCAR,-0.1641206222546675,13.027494002,-0.24638612284546,-0.08226550059079249,11.2904948017,21.2782402033,35,local_max_drop
s-block,Cs-O,O,Cs11O3_562001_POSCAR,-0.2715798527919763,16.3621045,-0.36288829820123,-0.09130844540925369,13.5571723,22.9069463,35,local_max_drop
s-block,Cs-O,O,Cs4O3_1105918_POSCAR,-0.08720293724841473,13.6927172216,-0.11306912008701,-0.025866182838595278,12.171304197,18.6373095516,35,local_max_drop
s-block,Cs-O,O,Cs2O3_1213719_POSCAR,-0.08536146233153902,13.7217051386,-0.11798874306989,-0.03262728073835099,12.5109664499,19.7753985821,35,local_max_drop
s-block,Cs-O,O,Cs2O_755573_POSCAR,-0.0811203149898054,13.04106662,-0.10476859883514,-0.0236482838453346,11.98368284,17.27060174,35,local_max_drop
s-block,Cs-O,O,Cs7O_561735_POSCAR,-0.042888675208540894,21.688850521,-0.147493495131,-0.1046048199224591,25.025596755,40.8751413665,35,local_max_drop
s-block,Cs-S,S,Cs2S_540703_POSCAR,-0.08228226756013712,9.4318392,-0.10968222516296,-0.027399957602822884,8.35391472,13.20457488,35,local_max_drop
s-block,Cs-S,S,Cs2S5_1193140_POSCAR,-0.05960286478386119,11.010901568,-0.12202010021021,-0.062417235426348805,9.978629546,16.860443026,35,local_max_drop
s-block,K-O,O,K2O_776104_POSCAR,-0.19652135303103835,16.38675675,-0.24934692813402,-0.052825575102981664,14.51398455,22.94145945,35,local_max_drop
s-block,K-O,O,K2O_776016_POSCAR,-0.1911898426406794,23.020260372,-0.24868719656607,-0.05749735392539061,19.823001987,31.333132173,35,local_max_drop
s-block,K-O,O,K2O_1974672_POSCAR,-0.19068426652022288,16.632439614,-0.24475758074605,-0.05407331422582712,14.784390768,22.6385983635,35,local_max_drop
s-block,K-O,O,K2O2_998917_POSCAR,-0.07959425737323489,12.2761874725,-0.10607347068886,-0.02647921331562511,10.8731946185,17.1866624615,35,local_max_drop
s-block,K-O,O,K2O_998929_POSCAR,-0.07391806304165074,11.6411557028,-0.095214853881164,-0.021296790839513257,10.3826523836,15.4166656605,35,local_max_drop
s-block,K-O,O,K2O_998915_POSCAR,-0.05225562688751591,7.154939481,-0.066231990450721,-0.013976363563205103,6.313181895,10.3115304285,35,local_max_drop
s-block,K-S,S,KS_1287_POSCAR,-0.07453386247120884,12.768815865,-0.11577864380576,-0.04124478133455116,11.4919342785,20.8557325795,35,local_max_drop
s-block,K-S,S,K2S5_17146_POSCAR,-0.07222160876746818,9.4089777465,-0.16294113210075,-0.09071952333328183,8.7600827295,15.8979279165,35,local_max_drop
s-block,K-S,S,K2S5_672372_POSCAR,-0.07162472085018363,9.88440205,-0.15199019912078,-0.08036547827059635,8.8618777,16.70123105,35,local_max_drop
s-block,K-S,S,KS3_1196514_POSCAR,-0.06627715602260265,9.1124341521,-0.16202748944575,-0.09575033342314734,8.1697685502,15.3968714984,35,local_max_drop
s-block,Li-O,O,Li2O_1245224_POSCAR,-1.0107886950057,17.1948702636,-1.2820343792801,-0.27124568427440005,14.6662128719,24.7808424387,35,local_max_drop
s-block,Li-O,O,Li2O_1245303_POSCAR,-0.9772086830926725,16.274359131,-1.2503009771039,-0.2730922940112275,13.8810710235,23.4542234535,35,local_max_drop
s-block,Li-O,O,Li2O_1245092_POSCAR,-0.955589352804511,18.2343897742,-1.2137533486592,-0.2581639958546891,15.0165562847,26.2789734982,35,local_max_drop
s-block,Li-O,O,Li2O_1245009_POSCAR,-0.9362427315035566,16.7896430233,-1.2000443886817,-0.26380165717814347,13.911418505,23.5055002326,35,local_max_drop
s-block,Li-O,O,Li2O_755894_POSCAR,-0.13920431507626965,8.828000475,-0.17821215034441,-0.039007835268140334,7.819086135,12.359200665,35,local_max_drop
s-block,Li-O,O,Li2O2_841_POSCAR,-0.07294824383164723,5.1193474695,-0.095124854844287,-0.022176611012639763,4.343688762,7.6014553335,35,local_max_drop
s-block,Li-O,O,Li2O2_558312_POSCAR,-0.05492325332267871,5.5047190275,-0.072363276247678,-0.017440022924999285,4.67067069,8.1736737075,35,local_max_drop
s-block,Li-S,S,Li2S_32899_POSCAR,-0.2949795639141629,5.3922642073,-0.39548765464382,-0.1005080907296571,4.5225441739,8.5232563277,35,local_max_drop
s-block,Li-S,S,Li2S_723352_POSCAR,-0.2898079078650494,6.1850648582,-0.39031370657533,-0.1005057987102806,5.1874737521,9.7763928404,35,local_max_drop
s-block,Li-S,S,Li2S_1125_POSCAR,-0.13298857221143623,5.686680645,-0.17614481557218,-0.043156243360743786,4.928456559,9.2882450535,35,local_max_drop
s-block,Mg-O,O,MgO_1245039_POSCAR,-0.2688980788391594,14.602960268,-0.51019799859777,-0.24129991975861062,12.6558988989,23.8515017711,35,local_max_drop
s-block,Mg-O,O,MgO_1245128_POSCAR,-0.2452129276013956,15.508749369,-0.47716889683257,-0.23195596923117442,13.4409161198,25.3309573027,35,local_max_drop
s-block,Mg-O,O,MgO_1244962_POSCAR,-0.2447030261970864,15.5370108161,-0.47842139188612,-0.2337183656890336,13.465409374,25.3771176663,35,local_max_drop
s-block,Mg-O,O,MgO_1245045_POSCAR,-0.2424789347312935,14.686524985,-0.46958392597543,-0.22710499124413652,12.7283216537,23.9879908088,35,local_max_drop
s-block,Mg-O,O,MgO_1245232_POSCAR,-0.23684985214822668,13.9955425222,-0.45964545021601,-0.22279559806778332,12.1294701859,22.8593861195,35,local_max_drop
s-block,Mg-O,O,MgO_1245143_POSCAR,-0.23482186754798642,15.1462497359,-0.44768676629672,-0.21286489874873357,13.1267497711,24.7388745687,35,local_max_drop
s-block,Mg-O,O,MgO_1245157_POSCAR,-0.23304254097600557,14.2829375968,-0.45602710182047,-0.22298456084446444,12.3785459172,23.3287980748,35,local_max_drop
s-block,Mg-O,O,MgO_1245195_POSCAR,-0.23184002532521542,14.5215550046,-0.45097774051149,-0.21913771518627456,12.5853476706,23.7185398408,35,local_max_drop
s-block,Mg-O,O,MgO_1190533_POSCAR,-0.079433292091449,14.50217931,-0.13954394329606,-0.060110651204611,12.568555402,23.686892873,35,local_max_drop
s-block,Mg-O,O,MgO_1180973_POSCAR,-0.06997994873047342,4.4798256535,-0.12863145092456,-0.058651502194086574,3.8825155664,7.3170485675,35,local_max_drop
s-block,Mg-O,O,MgO_1190649_POSCAR,-0.06857700438717011,19.2829373425,-0.12810672628754,-0.059529721900369884,16.7118790302,31.4954643261,35,local_max_drop
s-block,Mg-O,O,MgO_1191789_POSCAR,-0.05862500712927875,13.101644168,-0.11053265935111,-0.051907652221831246,11.3547582789,21.399352141,35,local_max_drop
s-block,Mg-O,O,MgO_1192189_POSCAR,-0.013226884310913983,4.44080628,-0.19426203420629,-0.18103514989537603,4.292779404,7.253316924,35,local_max_drop
s-block,Mg-O,O,MgO_1192043_POSCAR,-0.010811664488489053,8.7888871721,-0.14947759524667,-0.13866593075818096,8.4959242664,14.3551823812,35,local_max_drop
s-block,Mg-S,S,Mg149S_1185578_POSCAR,-1.617398561098014,21.3833625165,-2.4329696387693,-0.8155710776712861,18.2154569585,38.8068430855,35,local_max_drop
s-block,Na-O,O,Na2O_1245278_POSCAR,-0.7187373384955631,20.2286311059,-1.0564785733064,-0.3377412348108368,17.163686999,30.0364522482,35,local_max_drop
s-block,Na-O,O,Na2O_1245205_POSCAR,-0.7092369134128825,20.1017455575,-1.0515088697383,-0.3422719563254174,17.5890273628,30.7807978849,35,local_max_drop
s-block,Na-O,O,Na6O_1173794_POSCAR,-0.17551490050729815,15.2335222155,-0.23458409744699,-0.05906919693969184,12.0817589985,25.7393996055,35,local_max_drop
s-block,Na-O,O,NaO2_1180165_POSCAR,-0.09296209328133989,7.5329269,-0.16776100743398,-0.07479891415264012,6.7536586,12.7280489,35,local_max_drop
s-block,Na-O,O,NaO2_1180346_POSCAR,-0.08796020302536488,7.3782467641,-0.1639824280079,-0.07602222498253512,6.6149798575,12.4666928084,35,local_max_drop
s-block,Na-O,O,Na2O2_2340_POSCAR,-0.08271455525830414,9.816588448,-0.1277717599398,-0.04505720468149586,8.589514892,15.031651061,35,local_max_drop
s-block,Na-O,O,Na2O_776952_POSCAR,-0.07776187685082511,10.219740927,-0.11097001573513,-0.03320813888430489,9.29067357,15.174766831,35,local_max_drop
s-block,Na-O,O,Na2O_1119338_POSCAR,-0.07735832346317967,10.5978627125,-0.11000860454222,-0.03265028107904033,9.3866784025,14.8370077975,35,local_max_drop
s-block,Na-O,O,Na2O_1974948_POSCAR,-0.07729332593531821,10.594698135,-0.10991782653136,-0.03262450059604178,9.383875491,14.832577389,35,local_max_drop
s-block,Na-O,O,Na2O_755072_POSCAR,-0.0539333665176588,8.499221248,-0.075820088572697,-0.021886722055038194,7.436818592,13.014432536,35,local_max_drop
s-block,Na-S,S,Na2S_556978_POSCAR,-0.10309993037810983,6.43902378,-0.16338505304282,-0.06028512266471017,5.580487276,10.517072174,35,local_max_drop
s-block,Na-S,S,NaS2_12180_POSCAR,-0.06714638608857153,11.3240765052,-0.17027072920015,-0.10312434311157846,10.1107825939,19.817133884,35,local_max_drop
s-block,Na-S,S,NaS_409_POSCAR,-0.06495525545105929,10.595266248,-0.1241471750889,-0.05919191963784071,9.46005915,18.541715934,35,local_max_drop
s-block,Rb-O,O,Rb19O3_779582_POSCAR,-0.3113070302590912,21.9584303482,-0.40288165397682,-0.09157462371772886,19.1250844968,34.7084866794,35,local_max_drop
s-block,Rb-O,O,Rb16O3_1220248_POSCAR,-0.24432697397775358,21.7538747101,-0.31947318825247,-0.07514621427471643,18.9469231346,34.3851567999,35,local_max_drop
s-block,Rb-O,O,Rb2O_776890_POSCAR,-0.167718733570183,24.154402554,-0.22340327449786,-0.055684540927676995,21.470580048,32.8768256985,35,local_max_drop
s-block,Rb-O,O,Rb9O2_27561_POSCAR,-0.13184626979623698,13.904967549,-0.17436293189028,-0.042516662094043,11.798154284,20.646769997,35,local_max_drop
s-block,Rb-O,O,Rb6O_540855_POSCAR,-0.11473833067259287,13.634614448,-0.20614727892344,-0.09140894825084714,11.930287642,20.8780033735,35,local_max_drop
s-block,Rb-O,O,Rb2O3_2571_POSCAR,-0.09112939220984911,12.6411721088,-0.13455627782294,-0.04342688561309088,11.4919746443,18.7702252524,35,local_max_drop
s-block,Rb-O,O,Rb2O_755738_POSCAR,-0.08775755827016049,13.2083986575,-0.11512582811816,-0.027368269847999498,11.7804636675,17.4922036275,35,local_max_drop
s-block,Rb-O,O,Rb2O3_1188205_POSCAR,-0.08580550180568908,12.3880306948,-0.12435558039964,-0.038550078593950925,11.2618460861,18.3943486074,35,local_max_drop
s-block,Rb-O,O,Rb2O_2023482_POSCAR,-0.06450910248842184,11.7959154483,-0.084509540945503,-0.020000438457081153,10.4478108256,16.5142816276,35,local_max_drop
s-block,Rb-O,O,Rb2O_776922_POSCAR,-0.06224024672134651,12.567758266,-0.081529900866502,-0.01928965414515549,11.08919847,18.112357501,35,local_max_drop
s-block,Rb-S,S,Rb2S_1102384_POSCAR,-0.09083952826241282,8.4155491035,-0.12679391170365,-0.0359543834412372,7.3954825455,12.4958153355,35,local_max_drop
s-block,Rb-S,S,Rb2S5_16911_POSCAR,-0.06712981069825377,9.89608734,-0.14842788035514,-0.08129806965688624,8.906478606,16.163609322,35,local_max_drop
s-block,Rb-S,S,RbS_9062_POSCAR,-0.06513647893641175,13.8108549655,-0.10516064120663,-0.04002416227021825,12.474320614,21.8300610745,35,local_max_drop
s-block,Sr-O,O,SrO2_1545805_POSCAR,-0.052970710208528914,12.228559949,-0.083337477402698,-0.03036676719416908,11.385210987,20.662049569,35,local_max_drop
s-block,Sr-O,O,SrO2_2763179_POSCAR,-0.05294676550888454,6.09880991,-0.08328400985683,-0.030337244347945467,5.67820233,10.30488571,35,local_max_drop
