chemsys,source,material_id,formula,crystal_system,space_group_symbol,space_group_number,energy_above_hull,formation_energy,predicted_stable,band_gap,is_metal,density,n_sites,cell_volume,volume_per_atom,sphere_volume_sum,packing_fraction,packing_percent
Li-Na-O,NaLiO_755959_POSCAR,mp-755959,NaLiO,Tetragonal,I4/mmm,139,0.104103931666666,-1.6395643682375471,False,1.7095,False,1.630501342546925,12,187.10524991575383,15.592104159646153,116.59822585142811,0.6231691836756463,62.31691836756463
Li-Na-S,NaLiS_8452_POSCAR,mp-8452,NaLiS,Tetragonal,P4/nmm,129,0.0,-1.36703557407088,True,2.264199999999999,False,1.976851617557677,6,104.15187051878621,17.358645086464367,65.58868858991521,0.6297408607566464,62.97408607566464
Li-Rb-O,RbLi2O3_1095542_POSCAR,mp-1095542,RbLi2O3,Monoclinic,P2_1/m,11,0.328233001666666,-1.188696103194444,False,0.0,True,2.461795499729973,12,198.77939545103703,16.56494962091975,131.56815779561538,0.661880259254652,66.1880259254652
Li-Rb-O,RbLiO_28545_POSCAR,mp-28545,RbLiO,Orthorhombic,Pnma,62,0.001270019166666,-1.596113124444444,False,2.254299999999999,False,3.554029579556402,12,202.6050118156359,16.883750984636325,218.3641131393158,1.0777823864397797,107.77823864397797
Mg-Ba-O,Ba2MgO3_779511_POSCAR,mp-779511,Ba2MgO3,Monoclinic,C2/c,15,0.030436195416666,-2.864761999583333,False,3.6313,False,5.213934889802502,24,441.99706856570924,18.41654452357122,394.4576866231407,0.8924441239014663,89.24441239014664
Mg-Ba-O,BaMgO2_756018_POSCAR,mp-756018,BaMgO2,Trigonal,P3_121,152,0.037724884166666,-2.893251054583333,False,3.1602,False,4.561553749238541,12,211.46183475365197,17.62181956280433,167.34118012672786,0.7913540536602095,79.13540536602095
Na-Ba-O,Ba2Na2O3_752395_POSCAR,mp-752395,Ba2Na2O3,Tetragonal,P4_32_12,96,0.081137966071429,-2.143403017894088,False,2.1748,False,4.276527359106488,28,572.546228906111,20.448079603789676,500.77539818528294,0.8746462257590079,87.46462257590079
Na-Ba-O,Ba2Na2O3_752689_POSCAR,mp-752689,Ba2Na2O3,Monoclinic,P2_1/c,14,0.086927897857142,-2.137613086108374,False,2.2975,False,4.41141962238619,14,277.51946342284174,19.822818815917266,250.38769909264158,0.9022347333928759,90.22347333928758
Na-Ba-O,Ba2NaO_1019519_POSCAR,mp-1019519,Ba2NaO,Orthorhombic,Cmme,67,0.0,-1.448841951594827,True,0.0,True,2.855418573709402,8,364.7918664448433,45.598983305605415,207.2491248205934,0.5681297854592642,56.81297854592642
Na-Ba-O,BaNa2O2_755391_POSCAR,mp-755391,BaNa2O2,Orthorhombic,Cmc2_1,36,0.061551496000001,-1.923348798551724,False,1.5152,False,3.615630360957872,10,197.76519739836505,19.776519739836505,164.7196425322232,0.8329051051405314,83.29051051405314
Na-Ba-O,BaNa2O2_756521_POSCAR,mp-756521,BaNa2O2,Monoclinic,P2_1/c,14,0.088983384000001,-1.895916910551723,False,1.9497,False,3.687079632697593,20,387.8656950537391,19.393284752686956,329.43928506444627,0.8493643270483155,84.93643270483156
Na-Ba-O,BaNa4O3_756084_POSCAR,mp-756084,BaNa4O3,Monoclinic,Cc,9,0.056037681250001,-1.719177010064655,False,1.7869000000000002,False,3.086961243518458,16,298.3136733185796,18.644604582411226,243.771228504028,0.817164113840991,81.7164113840991
Na-Ba-O,BaNa4O3_756090_POSCAR,mp-756090,BaNa4O3,Monoclinic,Cc,9,0.093926581250001,-1.6812881100646542,False,1.5476,False,2.966503916066661,16,310.42694553453083,19.401684095908177,243.771228504028,0.7852772834660763,78.52772834660763
Na-Ba-O,BaNa6O4_755322_POSCAR,mp-755322,BaNa6O4,Tetragonal,P4_2/nmc,137,0.018034260454546,-1.661868793025077,False,1.8735,False,3.113529296226795,22,361.8786077778055,16.449027626263884,322.82281447583273,0.8920748768715472,89.20748768715472
Na-Ba-O,BaNa6O4_779453_POSCAR,mp-779453,BaNa6O4,Cubic,I-43m,217,0.030481822727272,-1.64942123075235,False,1.648199999999999,False,2.947442642502151,44,764.5405067947806,17.375920608972287,645.6456289516659,0.844488451839441,84.4488451839441
