block,chemsys,ligand,source,delta_E,dip_x,dip_y,baseline_y,left_anchor,right_anchor,n_points,dip_method,material_id,formula,crystal_system,space_group_symbol,space_group_number,energy_above_hull,formation_energy,predicted_stable,band_gap,is_metal,density,n_sites,cell_volume,volume_per_atom,sphere_volume_sum,packing_fraction,packing_percent
d-block,Fe-O,O,Fe38O39_705753_POSCAR,-0.4179007291083483,33.0161488675,-0.84818365298229,-0.4302829238739417,30.3748569581,64.7116517803,35,local_max_drop,mp-705753,Fe38O39,Triclinic,P-1,2,0.070897244545454,-1.425269673181818,False,1.391099999999999,False,5.574941199940421,77,817.9429912804914,10.622636250395992,413.0613270493365,0.505000142372622,50.50001423726221
d-block,Fe-O,O,Fe35O36_694910_POSCAR,-0.3771402646796714,10.981810028,-0.77319529632452,-0.3960550316448485,10.1032652258,21.5243476549,35,local_max_drop,mp-694910,Fe35O36,Triclinic,P1,1,0.783358684929577,-0.714046052253521,False,0.2105,False,5.594512857973422,71,751.1078952983328,10.57898444082159,380.54629547402436,0.5066466453835837,50.66466453835837
d-block,Fe-O,O,Fe2O3_1456_POSCAR,-0.3663713199358547,11.0827808,-0.99164267450976,-0.6252713545739053,10.2302592,20.8867792,35,local_max_drop,mp-1456,Fe2O3,Tetragonal,P4_12_12,92,0.119359881249999,-1.58773147175,False,1.5673,False,4.561835814321036,160,1860.0826885883926,11.625516803677453,732.1903406588875,0.3936332213351994,39.363322133519944
d-block,Fe-O,O,Fe2O3_685153_POSCAR,-0.3623029846055554,11.0191717493,-0.99870686487447,-0.6364038802689146,10.1715431532,20.7669006044,35,local_max_drop,mp-685153,Fe2O3,Triclinic,P1,1,0.225357668374999,-1.481733684625,False,0.9977,False,4.680793644563326,160,1812.8104919350524,11.330065574594077,732.1903406588875,0.40389789441108315,40.38978944110831
d-block,Fe-O,O,Fe32O35_863766_POSCAR,-0.3125224517227894,3.8619247904,-0.66571042800882,-0.3531879762860305,3.5529708072,7.5693725893,35,local_max_drop,mp-863766,Fe32O35,Triclinic,P1,1,0.056813519104478,-1.475207054701491,False,0.507899999999999,False,5.322067135883766,67,732.2937950866661,10.929758135621883,350.4397847561427,0.47855080448233017,47.85508044823302
d-block,Fe-O,O,Fe41O56_757565_POSCAR,-0.2572547004958447,13.3800889595,-0.68461960850101,-0.4273649080051653,12.3508513473,25.2163215007,35,local_max_drop,mp-757565,Fe41O56,Trigonal,R3,146,0.084820278144329,-1.571110422886596,False,0.0,True,4.882269890328527,97,1083.4780331249497,11.16987663015412,462.4360046266623,0.4268069960707112,42.68069960707112
d-block,Fe-O,O,FeO_1245001_POSCAR,-0.2557745286063249,13.2585033974,-0.61410035517814,-0.3583258265718151,12.1978231257,25.986666659,35,local_max_drop,mp-1245001,FeO,Triclinic,P1,1,0.320338192749999,-1.16118119475,False,0.0459,False,4.3627101889764255,80,1093.8194630725034,13.672743288406291,433.533754337496,0.39634854651398665,39.63485465139867
d-block,Fe-O,O,FeO_1244983_POSCAR,-0.2498152573790734,13.3118772044,-0.61009219926855,-0.3602769418894765,12.246927028,26.0912793205,35,local_max_drop,mp-1244983,FeO,Triclinic,P1,1,0.277820616499998,-1.203698771,False,0.2905,False,4.367429083951232,80,1092.6376181677772,13.657970227097215,433.533754337496,0.3967772545342896,39.677725453428955
d-block,Fe-O,O,Fe43O64_530050_POSCAR,-0.245042262431974,11.0892888206,-0.66996195438234,-0.4249196919503659,10.2362666036,20.8990443157,35,local_max_drop,mp-530050,Fe43O64,Monoclinic,C2,5,0.116109504953271,-1.586765549626167,False,0.773099999999999,False,4.582091167252546,107,1241.3194343757948,11.601116209119578,491.3382549158286,0.3958193526252983,39.58193526252983
d-block,Fe-O,O,Fe23O25_705553_POSCAR,-0.2342447737955164,8.1786245113,-0.48784165291668,-0.2535968791211636,7.5243345504,16.0301040422,35,local_max_drop,mp-705553,Fe23O25,Triclinic,P-1,2,0.049515041666666,-1.4789985053125,False,1.2771,False,5.4157114538457485,48,516.4686554147675,10.759763654474321,251.69042960149093,0.4873295348376224,48.732953483762245
d-block,Fe-O,O,FeO_1245168_POSCAR,-0.2177336507720532,13.1212368071,-0.55992833580128,-0.3421946850292267,12.0715378625,25.7176241419,35,local_max_drop,mp-1245168,FeO,Triclinic,P1,1,0.305694720749999,-1.17582466675,False,0.0541,False,4.149972363074716,80,1149.8913492681863,14.37364186585233,433.533754337496,0.3770214939119296,37.702149391192954
d-block,Fe-O,O,Fe21O23_706875_POSCAR,-0.207581693985602,8.2700874221,-0.43791507045927,-0.2303333764736679,7.6084804283,16.2093713473,35,local_max_drop,mp-706875,Fe21O23,Triclinic,P1,1,0.052305590227271,-1.480480153068182,False,1.3538,False,5.389339168694853,44,474.72320218999556,10.789163686136263,230.0137418846161,0.48452180307074844,48.45218030707484
